index,rating,city,province,superhost,price,house_type,link,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Suitable for events,Crib,Pack ’n play/Travel crib,Window guards,Heating,Smoke alarm,Carbon monoxide alarm,Microwave,Cooking basics,Private entrance,Free street parking,Pets allowed,Smoking allowed,Long term stays allowed,Security cameras on property,Iron,Hot water,Breakfast,Essentials,Fire extinguisher,Lock on bedroom door,First aid kit,Dishes and silverware,Hot tub,Private living room,Host greets you,Fire pit,Outdoor dining area,Self check-in,Lockbox,Outdoor shower,Outdoor furniture,Cleaning before checkout,Bidet,Safe,Mini fridge,Free driveway parking on premises,Luggage dropoff allowed,Elevator,Trash compactor,Ceiling fan,Freezer,Laundromat nearby,Smart lock,Hot water kettle,Dining table,Cleaning products,Shower gel,Drying rack for clothing,Ethernet connection,Rice maker,Barbecue utensils,Bread maker,EV charger,Mosquito net,High chair,Outlet covers,Table corner guards,Central heating,Private hot tub,Paid street parking off premises,Single level home,Bathtub,Blender,Books and reading material,Portable heater,Building staff,Baking sheet,Waterfront,Wine glasses,Record player,Lake access,Radiant heating,Free resort access,Keypad,Portable fans,Bikes,Resort access,Toaster,Shared hot tub,Sauna,Children’s dinnerware,Window AC unit,Piano,Changing table,Fireplace guards,Board games,Ping pong table,Boat slip,Paid resort access,Hammock,Beach essentials,Private sauna,Kayak,Shared sauna,Bed_num,bedroom_num,tv,coffee,shampoo,soap,conditioner,dedicated workspace,stove,gym,indoor fireplace,kitchen,wifi,clothing storage,refrigerator,exercise equipment,paid parking,free parking,children’s books and toys,oven,washer,sound system,bbq grill,dryer,baby,view,free residential garage,air conditioning,game console,guest_num,bath_num,id,pool,backyard,free carport,ski-in,beach access,balcony
10,0.0,buraydah,AlQassim,0.0,1000,Entire chalet,https://www.airbnb.com/rooms/27648596?previous_page_section_name=1000&translate_ugc=false&federated_search_id=5f2d5336-4a6f-4f81-902a-b7933081484f,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,16,3.0,0.0BuraydahAlQassimFalse1000.0Entire chalet,1,0,0,0,0,0
11,4.75,buraydah,AlQassim,0.0,470,Entire chalet,https://www.airbnb.com/rooms/38629962?previous_page_section_name=1000&translate_ugc=false&federated_search_id=5f2d5336-4a6f-4f81-902a-b7933081484f,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2.0,4.75BuraydahAlQassimFalse470.0Entire chalet,1,0,0,0,0,0
12,0.0,mulayda,AlQassim,0.0,543,Entire rental unit,https://www.airbnb.com/rooms/51187479?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ad6989dd-be72-4ac6-8dc7-192501bda0d6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,6,3.0,0.0MulaydaAlQassimFalse543.0Entire rental unit,0,0,0,0,0,0
13,3.75,buraydah,AlQassim,0.0,150,Entire loft,https://www.airbnb.com/rooms/49255433?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ad6989dd-be72-4ac6-8dc7-192501bda0d6,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,5,1.0,3.75BuraydahAlQassimFalse150.0Entire loft,0,0,0,0,0,0
14,0.0,buraydah,AlQassim,0.0,1200,Entire villa,https://www.airbnb.com/rooms/52442989?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ad6989dd-be72-4ac6-8dc7-192501bda0d6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,3.0,0.0BuraydahAlQassimFalse1200.0Entire villa,1,0,0,0,0,0
15,0.0,buraydah,AlQassim,0.0,600,Tiny house,https://www.airbnb.com/rooms/46995000?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ad6989dd-be72-4ac6-8dc7-192501bda0d6,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5,3.0,0.0BuraydahAlQassimFalse600.0Tiny house,1,0,0,0,0,0
16,0.0,buraydah,AlQassim,0.0,259,Entire chalet,https://www.airbnb.com/rooms/39252834?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ad6989dd-be72-4ac6-8dc7-192501bda0d6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,4,2.0,0.0BuraydahAlQassimFalse259.0Entire chalet,1,0,0,0,0,0
17,5.0,buraydah,AlQassim,0.0,380,Entire residential home,https://www.airbnb.com/rooms/43965096?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ad6989dd-be72-4ac6-8dc7-192501bda0d6,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,7,4.0,5.0BuraydahAlQassimFalse380.0Entire residential home,0,0,0,0,0,0
18,0.0,buraydah,AlQassim,0.0,300,Entire chalet,https://www.airbnb.com/rooms/44084639?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ad6989dd-be72-4ac6-8dc7-192501bda0d6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,6,2.0,0.0BuraydahAlQassimFalse300.0Entire chalet,1,0,0,0,0,0
19,0.0,buraydah,AlQassim,0.0,307,Private room in farm stay,https://www.airbnb.com/rooms/48224055?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ad6989dd-be72-4ac6-8dc7-192501bda0d6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1.0,0.0BuraydahAlQassimFalse307.0Private room in farm stay,0,1,0,0,0,0
20,5.0,buraydah,AlQassim,0.0,600,Entire chalet,https://www.airbnb.com/rooms/42675643?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ad6989dd-be72-4ac6-8dc7-192501bda0d6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1.0,5.0BuraydahAlQassimFalse600.0Entire chalet,1,0,0,0,0,0
21,0.0,buraydah,AlQassim,0.0,77,Entire rental unit,https://www.airbnb.com/rooms/46041667?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ad6989dd-be72-4ac6-8dc7-192501bda0d6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1.0,0.0BuraydahAlQassimFalse77.0Entire rental unit,0,0,0,0,0,1
22,0.0,buraydah,AlQassim,0.0,180,Entire rental unit,https://www.airbnb.com/rooms/41660850?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ad6989dd-be72-4ac6-8dc7-192501bda0d6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1.0,0.0BuraydahAlQassimFalse180.0Entire rental unit,0,0,0,0,0,0
23,0.0,buraydah,AlQassim,0.0,222,Entire condominium (condo),https://www.airbnb.com/rooms/35144710?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ad6989dd-be72-4ac6-8dc7-192501bda0d6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.0BuraydahAlQassimFalse222.0Entire condominium (condo),0,0,0,0,0,0
24,0.0,buraydah,AlQassim,0.0,300,Private room in resort,https://www.airbnb.com/rooms/48707750?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ad6989dd-be72-4ac6-8dc7-192501bda0d6,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1.0,0.0BuraydahAlQassimFalse300.0Private room in resort,0,0,0,0,0,0
25,0.0,buraydah,AlQassim,0.0,120,Private room in rental unit,https://www.airbnb.com/rooms/45059859?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ad6989dd-be72-4ac6-8dc7-192501bda0d6,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1.0,0.0BuraydahAlQassimFalse120.0Private room in rental unit,0,0,0,0,0,0
26,0.0,buraydah,AlQassim,0.0,250,Farm stay,https://www.airbnb.com/rooms/44896395?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ad6989dd-be72-4ac6-8dc7-192501bda0d6,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,4,2.0,0.0BuraydahAlQassimFalse250.0Farm stay,0,1,0,0,0,0
27,0.0,buraydah,AlQassim,0.0,250,Entire loft,https://www.airbnb.com/rooms/37304846?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ad6989dd-be72-4ac6-8dc7-192501bda0d6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,4,2.0,0.0BuraydahAlQassimFalse250.0Entire loft,0,0,0,0,0,0
28,0.0,buraydah,AlQassim,0.0,600,Entire chalet,https://www.airbnb.com/rooms/42912071?previous_page_section_name=1000&translate_ugc=false&federated_search_id=ad6989dd-be72-4ac6-8dc7-192501bda0d6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10,4.0,0.0BuraydahAlQassimFalse600.0Entire chalet,0,0,0,0,0,0
29,4.67,buraydah,AlQassim,0.0,750,Entire chalet,https://www.airbnb.com/rooms/42653518?previous_page_section_name=1000&translate_ugc=false&federated_search_id=370e3ad4-9989-4088-82e7-8702fbcb2c07,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,2.0,4.67BuraydahAlQassimFalse750.0Entire chalet,1,0,0,0,0,0
